epoch,loss
0,0.19129779934883118
1,0.0661577507853508
2,0.06293001770973206
3,0.0594685822725296
4,0.05681617930531502
5,0.05412131920456886
6,0.05174393951892853
7,0.04931200295686722
8,0.04803241789340973
9,0.046464163810014725
10,0.04541635513305664
11,0.04423785209655762
12,0.042764704674482346
13,0.04207088053226471
14,0.04101203754544258
15,0.040050435811281204
16,0.039333879947662354
17,0.03877465799450874
18,0.038365598767995834
19,0.038081567734479904
20,0.038201794028282166
21,0.037800490856170654
22,0.03762935474514961
23,0.03783354535698891
24,0.03777245432138443
25,0.03759884461760521
26,0.037677302956581116
27,0.037482596933841705
28,0.03744281828403473
29,0.03744425252079964
30,0.03742348030209541
31,0.037365395575761795
32,0.0372261144220829
33,0.03719251602888107
34,0.03739091008901596
35,0.037364061921834946
36,0.03716388717293739
37,0.037014227360486984
38,0.036924779415130615
39,0.03700387850403786
40,0.03695109859108925
41,0.03683686628937721
42,0.037080761045217514
43,0.036911167204380035
44,0.037067994475364685
45,0.03678251802921295
46,0.036750249564647675
47,0.036684032529592514
48,0.03669821470975876
49,0.03685292974114418
50,0.03676735237240791
51,0.0367576889693737
52,0.03674251586198807
53,0.03670187294483185
54,0.036678750067949295
55,0.0365414135158062
56,0.03661887347698212
57,0.036660030484199524
58,0.03687603771686554
59,0.0365910567343235
60,0.03667403385043144
61,0.03664503991603851
62,0.03670318052172661
63,0.03648019954562187
64,0.03648170456290245
65,0.03645097836852074
66,0.036448098719120026
67,0.036616239696741104
68,0.03657956421375275
69,0.036349765956401825
70,0.03640495240688324
71,0.03649007901549339
72,0.036491964012384415
73,0.0364413745701313
74,0.03634344041347504
75,0.03645864129066467
76,0.03634188324213028
77,0.03641347214579582
78,0.03612243011593819
79,0.036440033465623856
80,0.03622686490416527
81,0.03606439009308815
82,0.036299820989370346
83,0.03628918156027794
84,0.03641844168305397
85,0.03631957992911339
86,0.03625946119427681
87,0.03629689663648605
88,0.036291271448135376
89,0.036165714263916016
90,0.03621819615364075
91,0.03627349063754082
92,0.036317791789770126
93,0.036010727286338806
94,0.036374226212501526
95,0.03634066879749298
96,0.03611019253730774
97,0.03620898723602295
98,0.03621486574411392
99,0.03610215336084366
